completion_year,monthly_rent_rm,property_type,parking,bathroom,size_sqft,furnished,area,rooms_num,nearby_railways
2011.0,1700,Service Residence,2.0,1.0,880,Fully Furnished,Subang Jaya,1.0,yes
2016.0,1800,Apartment,2.0,2.0,1127,Fully Furnished,Kajang,4.0,yes
2014.0,1500,Service Residence,0.0,1.0,615,Fully Furnished,USJ,2.0,yes
2004.0,600,Apartment,0.0,2.0,680,Not Furnished,Puchong,3.0,no
2022.0,2000,Service Residence,0.0,2.0,604,Fully Furnished,Cheras,2.0,yes
2019.0,1450,Apartment,2.0,2.0,1023,Fully Furnished,Kajang,3.0,no
2018.0,1300,Condominium,2.0,2.0,1250,Partially Furnished,Kajang,3.0,no
2002.0,1300,Apartment,1.0,2.0,800,Fully Furnished,Puchong,2.0,no
2022.0,1500,Service Residence,0.0,2.0,604,Partially Furnished,Cheras,2.0,yes
2022.0,1500,Service Residence,2.0,2.0,773,Partially Furnished,Cheras,3.0,yes
2022.0,1300,Service Residence,0.0,2.0,604,Partially Furnished,Cheras,2.0,yes
2001.0,1000,Condominium,1.0,2.0,1020,Partially Furnished,Kajang,3.0,yes
2015.0,950,Apartment,2.0,2.0,1200,Not Furnished,Cheras,3.0,yes
2015.0,950,Service Residence,1.0,2.0,883,Not Furnished,Puchong,3.0,no
2015.0,1700,Service Residence,2.0,2.0,1000,Fully Furnished,Kajang,3.0,
2013.0,650,Apartment,0.0,2.0,814,Not Furnished,Dengkil,3.0,no
2013.0,1500,Condominium,0.0,2.0,1000,Fully Furnished,Cyberjaya,3.0,yes
2015.0,950,Service Residence,0.0,1.0,450,Fully Furnished,Cyberjaya,1.0,yes
2017.0,1300,Service Residence,0.0,2.0,900,Fully Furnished,Cyberjaya,2.0,yes
2015.0,1300,Service Residence,1.0,2.0,700,Fully Furnished,Cyberjaya,2.0,yes
2017.0,1200,Studio,0.0,1.0,465,Partially Furnished,Shah Alam,1.0,no
2015.0,1200,Condominium,1.0,1.0,450,Fully Furnished,Cyberjaya,1.0,no
2014.0,900,Condominium,0.0,1.0,549,Fully Furnished,Cyberjaya,1.0,no
2006.0,1299,Apartment,1.0,2.0,912,Partially Furnished,Shah Alam,3.0,no
2022.0,699,Service Residence,1.0,1.0,250,Fully Furnished,Dengkil,1.0,no
2015.0,950,Apartment,2.0,2.0,1200,Not Furnished,Cheras,3.0,yes
2018.0,1700,Service Residence,2.0,2.0,1114,Fully Furnished,Balakong,3.0,no
2016.0,1000,Apartment,0.0,2.0,903,Partially Furnished,Kajang,3.0,
2015.0,1350,Studio,1.0,1.0,480,Fully Furnished,Seri Kembangan,1.0,yes
2019.0,1200,Condominium,0.0,2.0,950,Partially Furnished,Kajang,3.0,no
2004.0,1000,Condominium,0.0,1.0,465,Fully Furnished,Seri Kembangan,1.0,
2014.0,1500,Service Residence,1.0,1.0,551,Fully Furnished,Cheras,1.0,yes
2021.0,1000,Service Residence,1.0,1.0,545,Partially Furnished,Puchong,1.0,
2021.0,1500,Service Residence,3.0,3.0,1243,Partially Furnished,Batu Caves,3.0,no
2014.0,1099,Service Residence,2.0,2.0,1012,Partially Furnished,Batu Caves,3.0,yes
2013.0,1250,Condominium,2.0,2.0,1076,Partially Furnished,Puchong,3.0,yes
2010.0,1700,Condominium,1.0,2.0,991,Fully Furnished,Batu Caves,3.0,yes
2006.0,1000,Condominium,1.0,2.0,1366,Not Furnished,Kajang,4.0,
2014.0,1500,Condominium,0.0,2.0,1184,Partially Furnished,Cyberjaya,2.0,yes
2004.0,1800,Condominium,0.0,2.0,1400,Fully Furnished,Shah Alam,3.0,
2003.0,1750,Condominium,1.0,2.0,950,Fully Furnished,Kota Damansara,3.0,yes
2014.0,2300,Condominium,2.0,2.0,1100,Partially Furnished,Petaling Jaya,3.0,
2005.0,1600,Condominium,1.0,2.0,1023,Partially Furnished,Kota Damansara,3.0,yes
2020.0,1700,Condominium,2.0,2.0,1025,Partially Furnished,Damansara Perdana,3.0,no
2004.0,1300,Apartment,1.0,2.0,850,Not Furnished,Petaling Jaya,3.0,yes
2008.0,1300,Condominium,0.0,2.0,1238,Partially Furnished,Seri Kembangan,3.0,
1999.0,1500,Condominium,1.0,2.0,1100,Fully Furnished,Puchong,3.0,no
2004.0,900,Apartment,1.0,2.0,850,Partially Furnished,Seri Kembangan,3.0,no
2019.0,1800,Condominium,2.0,2.0,1163,Fully Furnished,Kajang,3.0,no
2017.0,1499,Duplex,1.0,2.0,614,Partially Furnished,Shah Alam,1.0,no
2019.0,750,Apartment,2.0,2.0,850,Partially Furnished,Semenyih,3.0,
2016.0,1400,Service Residence,2.0,2.0,890,Not Furnished,Seri Kembangan,3.0,yes
2018.0,1200,Service Residence,0.0,2.0,842,Partially Furnished,Puncak Alam,3.0,
2017.0,1650,Condominium,1.0,1.0,600,Fully Furnished,Ampang,1.0,
2009.0,800,Service Residence,1.0,1.0,550,Fully Furnished,Cyberjaya,2.0,no
2015.0,1199,Service Residence,1.0,1.0,486,Fully Furnished,Setia Alam,1.0,no
2013.0,950,Service Residence,0.0,1.0,700,Fully Furnished,Cyberjaya,1.0,no
2021.0,1500,Condominium,0.0,2.0,1000,Partially Furnished,Cyberjaya,3.0,yes
2021.0,3400,Condominium,2.0,3.0,1389,Partially Furnished,Subang Jaya,3.0,no
2014.0,1000,Service Residence,1.0,2.0,1012,Not Furnished,Batu Caves,3.0,no
2008.0,2900,Condominium,2.0,3.0,1228,Fully Furnished,Petaling Jaya,4.0,
2014.0,1300,Condominium,1.0,2.0,1006,Partially Furnished,Puchong,3.0,no
2016.0,2000,Condominium,0.0,2.0,1250,Partially Furnished,Puchong,3.0,yes
1999.0,1100,Condominium,1.0,1.0,900,Fully Furnished,Bandar Sunway,1.0,yes
2013.0,1500,Condominium,2.0,2.0,1100,Fully Furnished,Petaling Jaya,3.0,no
2021.0,1800,Condominium,1.0,2.0,1010,Partially Furnished,Cyberjaya,3.0,no
2013.0,1600,Condominium,2.0,2.0,1094,Not Furnished,Damansara Perdana,3.0,
2006.0,1500,Condominium,1.0,2.0,1141,Fully Furnished,Cheras,3.0,no
1985.0,1500,Apartment,1.0,1.0,907,Partially Furnished,Petaling Jaya,2.0,yes
2013.0,1600,Condominium,2.0,2.0,980,Fully Furnished,Cyberjaya,3.0,no
2015.0,380,Condominium,1.0,2.0,850,Partially Furnished,Damansara Perdana,3.0,no
2001.0,1100,Condominium,0.0,2.0,1021,Partially Furnished,Kajang,3.0,
2001.0,1000,Condominium,1.0,2.0,1012,Partially Furnished,Kajang,3.0,
2015.0,850,Apartment,1.0,2.0,850,Not Furnished,Damansara Perdana,3.0,
2014.0,1500,Service Residence,1.0,1.0,450,Fully Furnished,Shah Alam,2.0,yes
2018.0,1100,Service Residence,1.0,2.0,842,Not Furnished,Puncak Alam,3.0,
2010.0,1200,Condominium,1.0,2.0,991,Not Furnished,Batu Caves,3.0,no
2019.0,1400,Service Residence,1.0,2.0,700,Partially Furnished,Damansara Damai,3.0,
2016.0,1500,Condominium,2.0,2.0,800,Fully Furnished,Puchong,2.0,no
2008.0,1400,Condominium,2.0,2.0,1100,Partially Furnished,Selayang,3.0,no
2017.0,1350,Service Residence,0.0,1.0,586,Fully Furnished,I-City,2.0,no
2016.0,1050,Service Residence,0.0,1.0,650,Partially Furnished,Seri Kembangan,1.0,
2017.0,1900,Duplex,0.0,2.0,710,Partially Furnished,Shah Alam,1.0,
2000.0,1100,Apartment,1.0,2.0,1017,Partially Furnished,Puchong,3.0,no
2018.0,999,Apartment,1.0,1.0,400,Fully Furnished,Cyberjaya,1.0,no
2010.0,1700,Condominium,1.0,2.0,1234,Partially Furnished,Ampang,3.0,no
2017.0,800,Service Residence,2.0,2.0,860,Partially Furnished,Semenyih,3.0,
2006.0,1250,Condominium,1.0,2.0,1366,Partially Furnished,Kajang,4.0,
2007.0,850,Apartment,0.0,2.0,900,Partially Furnished,Semenyih,3.0,no
2017.0,1200,Condominium,2.0,2.0,1097,Partially Furnished,Semenyih,3.0,no
2018.0,1999,Service Residence,2.0,2.0,1136,Partially Furnished,Sungai Buloh,3.0,yes
2019.0,700,Apartment,2.0,2.0,950,Partially Furnished,Semenyih,3.0,
2019.0,1700,Condominium,2.0,2.0,749,Fully Furnished,Damansara Damai,3.0,
2017.0,1300,Service Residence,1.0,1.0,626,Fully Furnished,I-City,2.0,yes
2017.0,1200,Condominium,1.0,1.0,580,Not Furnished,Subang Jaya,1.0,yes
2019.0,800,Apartment,2.0,2.0,850,Not Furnished,Semenyih,3.0,no
2014.0,1500,Service Residence,1.0,1.0,850,Fully Furnished,USJ,2.0,yes
2021.0,1500,Service Residence,3.0,3.0,1208,Partially Furnished,Batu Caves,3.0,yes
2016.0,1200,Service Residence,1.0,2.0,777,Not Furnished,Kajang,2.0,no
2014.0,1200,Condominium,1.0,2.0,1100,Partially Furnished,Puchong,3.0,no
2014.0,1100,Condominium,1.0,2.0,1100,Not Furnished,Puchong,3.0,no
2006.0,1200,Condominium,1.0,2.0,1300,Fully Furnished,Kajang,3.0,no
2021.0,850,Apartment,0.0,2.0,852,Partially Furnished,Petaling Jaya,3.0,
2021.0,900,Apartment,0.0,2.0,852,Partially Furnished,Petaling Jaya,3.0,
2016.0,1300,Service Residence,2.0,2.0,850,Not Furnished,Shah Alam,2.0,no
2003.0,1100,Condominium,1.0,2.0,960,Not Furnished,Kota Damansara,3.0,yes
2019.0,750,Apartment,0.0,2.0,900,Not Furnished,Semenyih,3.0,no
2015.0,1300,Apartment,1.0,1.0,527,Fully Furnished,Subang Jaya,2.0,no
2016.0,1800,Service Residence,2.0,2.0,1248,Fully Furnished,Balakong,3.0,no
2010.0,1500,Condominium,1.0,2.0,1100,Partially Furnished,Shah Alam,3.0,
2018.0,1800,Condominium,2.0,2.0,915,Partially Furnished,Shah Alam,3.0,
2016.0,2000,Condominium,2.0,2.0,750,Fully Furnished,Cyberjaya,2.0,no
2018.0,1900,Apartment,2.0,2.0,900,Fully Furnished,Cyberjaya,2.0,no
2016.0,1600,Service Residence,2.0,2.0,996,Partially Furnished,Cheras,3.0,
2019.0,1800,Service Residence,1.0,1.0,1367,Fully Furnished,Cheras,2.0,yes
2019.0,1800,Service Residence,1.0,1.0,1367,Fully Furnished,Cheras,2.0,yes
1999.0,1200,Condominium,1.0,1.0,550,Fully Furnished,Bandar Sunway,1.0,no
2007.0,2000,Service Residence,1.0,2.0,949,Fully Furnished,Bandar Sunway,3.0,yes
2015.0,2100,Service Residence,2.0,2.0,881,Fully Furnished,Puchong,2.0,yes
2003.0,1050,Apartment,1.0,2.0,960,Partially Furnished,Batu Caves,3.0,no
2018.0,1199,Apartment,1.0,1.0,500,Partially Furnished,Cyberjaya,1.0,yes
2001.0,900,Condominium,2.0,2.0,1012,Partially Furnished,Kajang,3.0,no
2021.0,950,Apartment,0.0,2.0,850,Not Furnished,Petaling Jaya,3.0,no
2017.0,1100,Service Residence,0.0,1.0,700,Fully Furnished,Cyberjaya,1.0,yes
2017.0,1300,Service Residence,2.0,3.0,1141,Partially Furnished,Puchong,3.0,yes
2013.0,1500,Condominium,2.0,2.0,1000,Fully Furnished,Cyberjaya,3.0,yes
2017.0,1200,Condominium,1.0,1.0,600,Partially Furnished,Subang Jaya,1.0,
2013.0,1500,Condominium,2.0,2.0,1000,Fully Furnished,Cyberjaya,3.0,yes
2014.0,1299,Service Residence,1.0,2.0,859,Partially Furnished,Batu Caves,3.0,yes
2008.0,1699,Condominium,2.0,2.0,1102,Partially Furnished,Selayang,3.0,no
2014.0,1600,Service Residence,1.0,1.0,527,Fully Furnished,Shah Alam,2.0,yes
2022.0,1250,Service Residence,0.0,1.0,646,Partially Furnished,Sepang,2.0,no
2003.0,1350,Condominium,1.0,2.0,900,Partially Furnished,Kota Damansara,3.0,
2014.0,550,Service Residence,0.0,1.0,250,Partially Furnished,Shah Alam,1.0,no
2013.0,499,Condominium,0.0,1.0,500,Fully Furnished,Cyberjaya,1.0,yes
2022.0,1199,Service Residence,2.0,2.0,700,Not Furnished,Cyberjaya,2.0,yes
2017.0,1250,Studio,0.0,1.0,480,Fully Furnished,Shah Alam,1.0,yes
2020.0,1500,Duplex,0.0,2.0,662,Partially Furnished,Kota Damansara,1.0,yes
2018.0,3800,Service Residence,0.0,3.0,1627,Fully Furnished,Klang,3.0,
2020.0,2600,Service Residence,2.0,2.0,985,Partially Furnished,Setia Alam,3.0,
2016.0,1500,Service Residence,0.0,1.0,600,Partially Furnished,Petaling Jaya,1.0,yes
2016.0,1200,Service Residence,0.0,1.0,341,Partially Furnished,Petaling Jaya,1.0,yes
2019.0,920,Apartment,2.0,2.0,900,Partially Furnished,Semenyih,3.0,
2022.0,1300,Condominium,0.0,1.0,600,Fully Furnished,Kajang,2.0,no
2020.0,1600,Duplex,0.0,2.0,662,Fully Furnished,Kota Damansara,1.0,yes
2016.0,1650,Service Residence,0.0,1.0,622,Partially Furnished,Petaling Jaya,1.0,yes
2003.0,500,Apartment,1.0,2.0,750,Fully Furnished,Kota Damansara,3.0,yes
2011.0,1199,Condominium,1.0,2.0,950,Not Furnished,Batu Caves,3.0,no
2017.0,1250,Apartment,0.0,2.0,872,Not Furnished,Kajang,3.0,no
2006.0,1300,Apartment,1.0,2.0,800,Fully Furnished,Petaling Jaya,3.0,
2005.0,1100,Apartment,0.0,2.0,800,Not Furnished,Shah Alam,3.0,
2014.0,1200,Service Residence,2.0,2.0,1052,Partially Furnished,Batu Caves,3.0,yes
2008.0,1500,Apartment,0.0,1.0,620,Fully Furnished,Subang Jaya,2.0,yes
2015.0,1100,Apartment,2.0,2.0,939,Partially Furnished,Setia Alam,3.0,no
2018.0,1800,Condominium,2.0,2.0,1119,Partially Furnished,Shah Alam,3.0,yes
2013.0,1499,Condominium,2.0,2.0,986,Partially Furnished,Petaling Jaya,3.0,yes
2023.0,698,Condominium,2.0,2.0,901,Not Furnished,Dengkil,3.0,no
2011.0,1500,Service Residence,1.0,1.0,685,Fully Furnished,Subang Jaya,1.0,yes
2011.0,1500,Service Residence,0.0,1.0,685,Fully Furnished,Subang Jaya,1.0,no
2017.0,799,Service Residence,2.0,2.0,860,Partially Furnished,Semenyih,3.0,
2015.0,1050,Service Residence,1.0,1.0,450,Fully Furnished,Cyberjaya,1.0,no
2015.0,1500,Apartment,2.0,2.0,950,Partially Furnished,Setia Alam,3.0,no
2015.0,1500,Service Residence,3.0,2.0,818,Partially Furnished,Shah Alam,2.0,no
2008.0,1300,Condominium,0.0,1.0,680,Fully Furnished,Subang Jaya,2.0,yes
2013.0,1400,Condominium,0.0,2.0,900,Partially Furnished,Shah Alam,2.0,
2023.0,698,Condominium,2.0,2.0,901,Not Furnished,Dengkil,3.0,no
2021.0,950,Apartment,1.0,2.0,852,Not Furnished,Petaling Jaya,3.0,
2016.0,1500,Service Residence,0.0,2.0,1022,Not Furnished,Kajang,3.0,no
2011.0,1300,Condominium,1.0,2.0,950,Partially Furnished,Batu Caves,3.0,yes
2021.0,1500,Condominium,2.0,2.0,1000,Not Furnished,Kajang,3.0,no
2022.0,800,Condominium,1.0,1.0,590,Partially Furnished,Kajang,2.0,yes
2000.0,900,Apartment,1.0,2.0,850,Partially Furnished,Puchong,3.0,
2011.0,1300,Condominium,1.0,3.0,1246,Partially Furnished,Batu Caves,3.0,yes
2018.0,2800,Condominium,0.0,2.0,1000,Partially Furnished,Petaling Jaya,2.0,no
2006.0,1200,Apartment,1.0,2.0,800,Fully Furnished,Petaling Jaya,3.0,yes
2019.0,3499,Condominium,2.0,4.0,1532,Fully Furnished,Puchong,4.0,no
2020.0,2300,Condominium,0.0,2.0,985,Partially Furnished,Setia Alam,3.0,
2018.0,1500,Condominium,0.0,2.0,750,Partially Furnished,Port Klang,2.0,
2000.0,1200,Condominium,1.0,2.0,980,Fully Furnished,Kajang,3.0,
2010.0,900,Condominium,1.0,2.0,986,Not Furnished,Selayang,2.0,
2014.0,1400,Service Residence,1.0,1.0,450,Fully Furnished,USJ,1.0,yes
2021.0,2800,Condominium,0.0,3.0,953,Partially Furnished,Alam Impian,3.0,yes
2016.0,1200,Service Residence,1.0,1.0,500,Fully Furnished,Balakong,1.0,yes
2015.0,1050,Apartment,2.0,2.0,950,Partially Furnished,Setia Alam,3.0,no
2017.0,1600,Condominium,1.0,1.0,550,Fully Furnished,Ampang,1.0,no
2016.0,1200,Service Residence,0.0,1.0,574,Partially Furnished,Kajang,2.0,no
2022.0,1400,Service Residence,2.0,2.0,807,Partially Furnished,Sepang,3.0,no
2010.0,2400,Condominium,1.0,2.0,1350,Fully Furnished,Petaling Jaya,3.0,yes
2006.0,1400,Condominium,1.0,2.0,1200,Partially Furnished,Puchong,4.0,
2003.0,700,Flat,0.0,2.0,650,Partially Furnished,Kota Damansara,3.0,yes
2016.0,1199,Condominium,3.0,2.0,966,Fully Furnished,Seri Kembangan,3.0,yes
2016.0,1100,Service Residence,0.0,2.0,768,Not Furnished,Kajang,1.0,no
2014.0,1200,Apartment,2.0,2.0,813,Not Furnished,Setia Alam,3.0,
2010.0,1100,Apartment,1.0,2.0,950,Not Furnished,Cheras,3.0,
2013.0,850,Condominium,0.0,1.0,500,Partially Furnished,Cyberjaya,1.0,yes
2013.0,1500,Condominium,0.0,2.0,980,Partially Furnished,Shah Alam,3.0,
2018.0,1500,Service Residence,2.0,2.0,881,Partially Furnished,Sungai Buloh,2.0,no
2016.0,1600,Service Residence,2.0,2.0,1044,Partially Furnished,Balakong,3.0,
2020.0,1300,Service Residence,0.0,1.0,500,Fully Furnished,Setia Alam,1.0,
2017.0,2300,Condominium,2.0,2.0,1250,Partially Furnished,Bukit Jelutong,3.0,
2013.0,1700,Condominium,1.0,1.0,527,Fully Furnished,Shah Alam,2.0,no
2012.0,850,Condominium,1.0,2.0,780,Fully Furnished,Puchong,3.0,no
2022.0,2000,Service Residence,2.0,2.0,775,Fully Furnished,Cheras,3.0,no
2016.0,1200,Service Residence,1.0,1.0,650,Partially Furnished,Seri Kembangan,1.0,yes
2014.0,600,Service Residence,0.0,1.0,200,Fully Furnished,Shah Alam,1.0,no
2014.0,1050,Apartment,2.0,2.0,813,Partially Furnished,Setia Alam,3.0,
2013.0,1200,Condominium,2.0,2.0,1000,Partially Furnished,Cyberjaya,3.0,yes
1999.0,1500,Condominium,0.0,2.0,1100,Fully Furnished,Puchong,3.0,
2008.0,1300,Apartment,0.0,2.0,927,Partially Furnished,Subang Jaya,3.0,yes
2020.0,1700,Service Residence,0.0,1.0,600,Fully Furnished,Setia Alam,1.0,
2001.0,950,Condominium,1.0,2.0,1012,Partially Furnished,Kajang,3.0,no
2014.0,1000,Apartment,2.0,2.0,936,Partially Furnished,Shah Alam,3.0,no
2019.0,870,Apartment,2.0,2.0,850,Partially Furnished,Semenyih,3.0,no
2015.0,1000,Apartment,2.0,2.0,1366,Partially Furnished,Cheras,4.0,
2016.0,1300,Apartment,2.0,2.0,1000,Partially Furnished,Seri Kembangan,3.0,
2021.0,450,Apartment,0.0,2.0,852,Fully Furnished,Petaling Jaya,3.0,yes
2019.0,500,Condominium,1.0,1.0,200,Fully Furnished,Damansara Damai,1.0,no
2020.0,1300,Service Residence,1.0,1.0,450,Fully Furnished,Cyberjaya,1.0,no
2022.0,1200,Service Residence,1.0,2.0,650,Partially Furnished,Dengkil,2.0,no
2017.0,2300,Condominium,2.0,2.0,1250,Partially Furnished,Bukit Jelutong,3.0,
2019.0,1600,Service Residence,2.0,2.0,674,Fully Furnished,Damansara Damai,3.0,yes
2019.0,1700,Service Residence,2.0,2.0,1228,Partially Furnished,Damansara Damai,5.0,yes
2019.0,1400,Service Residence,2.0,2.0,909,Partially Furnished,Damansara Damai,4.0,yes
2014.0,1600,Condominium,1.0,1.0,551,Fully Furnished,Cheras,1.0,yes
2010.0,1600,Condominium,0.0,2.0,1098,Partially Furnished,Ulu Klang,2.0,
2019.0,850,Condominium,0.0,1.0,300,Fully Furnished,Damansara Damai,1.0,yes
2020.0,1700,Service Residence,0.0,1.0,858,Fully Furnished,Setia Alam,1.0,
2014.0,1400,Service Residence,1.0,1.0,850,Fully Furnished,Shah Alam,1.0,no
2007.0,1800,Apartment,2.0,3.0,1890,Partially Furnished,Puchong,4.0,no
2016.0,3000,Condominium,2.0,3.0,1442,Fully Furnished,Cyberjaya,4.0,no
1999.0,1500,Condominium,1.0,2.0,1192,Partially Furnished,Bandar Sunway,3.0,no
2020.0,1300,Service Residence,0.0,1.0,858,Fully Furnished,Setia Alam,1.0,
2014.0,1950,Condominium,2.0,3.0,1345,Fully Furnished,Subang Jaya,4.0,no
2018.0,1400,Condominium,0.0,2.0,1119,Partially Furnished,Shah Alam,3.0,yes
2018.0,1500,Condominium,1.0,4.0,1302,Partially Furnished,Kajang,4.0,no
1999.0,2000,Condominium,1.0,2.0,1700,Partially Furnished,Kajang,3.0,no
2018.0,2000,Service Residence,0.0,2.0,893,Partially Furnished,Shah Alam,2.0,yes
2018.0,1500,Service Residence,2.0,2.0,650,Fully Furnished,Cyberjaya,2.0,no
2015.0,1580,Apartment,2.0,2.0,939,Fully Furnished,Setia Alam,3.0,no
2020.0,2100,Duplex,0.0,3.0,1012,Partially Furnished,Kota Damansara,2.0,
2018.0,1500,Condominium,2.0,2.0,791,Partially Furnished,Bandar Sri Damansara,2.0,
2014.0,1250,Service Residence,1.0,2.0,759,Partially Furnished,Shah Alam,2.0,no
2001.0,1000,Condominium,1.0,2.0,1012,Partially Furnished,Kajang,3.0,
2006.0,1000,Condominium,1.0,2.0,1366,Partially Furnished,Kajang,4.0,
2021.0,1500,Condominium,2.0,2.0,1010,Partially Furnished,Cyberjaya,3.0,no
2023.0,698,Condominium,2.0,2.0,901,Not Furnished,Dengkil,3.0,no
2019.0,1600,Apartment,2.0,2.0,889,Fully Furnished,Puncak Alam,3.0,no
2020.0,2300,Service Residence,0.0,1.0,630,Fully Furnished,Kota Damansara,2.0,
2018.0,2000,Condominium,2.0,2.0,1200,Not Furnished,Petaling Jaya,2.0,no
2018.0,500,Service Residence,0.0,2.0,180,Fully Furnished,Sungai Buloh,5.0,yes
2020.0,1900,Duplex,0.0,2.0,795,Fully Furnished,Kota Damansara,1.0,
2018.0,2300,Service Residence,0.0,2.0,990,Fully Furnished,Cyberjaya,3.0,no
2021.0,1400,Service Residence,0.0,3.0,1203,Partially Furnished,Batu Caves,3.0,no
2001.0,900,Condominium,0.0,2.0,883,Partially Furnished,Kajang,3.0,no
2016.0,1000,Condominium,2.0,2.0,1073,Not Furnished,Semenyih,3.0,
2016.0,1300,Service Residence,1.0,1.0,574,Fully Furnished,Kajang,2.0,no
2015.0,1100,Condominium,2.0,2.0,1288,Partially Furnished,Kajang,3.0,no
2006.0,1300,Apartment,0.0,2.0,771,Fully Furnished,Petaling Jaya,3.0,yes
2016.0,1000,Condominium,0.0,2.0,960,Partially Furnished,Semenyih,3.0,
2007.0,1800,Service Residence,1.0,2.0,931,Partially Furnished,Bandar Sunway,3.0,no
2016.0,1600,Apartment,2.0,2.0,1150,Fully Furnished,Kajang,4.0,yes
2016.0,1800,Condominium,1.0,1.0,732,Partially Furnished,Petaling Jaya,2.0,
2014.0,1200,Condominium,2.0,2.0,1052,Partially Furnished,Puchong,3.0,no
2014.0,3500,Condominium,0.0,3.0,1360,Fully Furnished,Cyberjaya,3.0,no
2018.0,950,Condominium,0.0,1.0,490,Fully Furnished,Shah Alam,1.0,
2015.0,2500,Condominium,1.0,2.0,781,Fully Furnished,Setia Alam,2.0,
2019.0,1100,Apartment,2.0,2.0,850,Fully Furnished,Semenyih,3.0,no
2019.0,850,Condominium,1.0,2.0,860,Not Furnished,Kajang,3.0,
2020.0,1300,Condominium,0.0,1.0,300,Fully Furnished,Kota Damansara,1.0,yes
2015.0,1600,Apartment,2.0,2.0,939,Fully Furnished,Setia Alam,3.0,no
1995.0,1700,Condominium,0.0,2.0,1119,Fully Furnished,Shah Alam,2.0,
2017.0,1250,Service Residence,2.0,2.0,800,Partially Furnished,Kajang,2.0,yes
2007.0,1000,Apartment,1.0,2.0,810,Fully Furnished,Puchong,3.0,yes
2014.0,1400,Condominium,1.0,1.0,480,Partially Furnished,Petaling Jaya,1.0,
2020.0,1050,Condominium,2.0,2.0,980,Partially Furnished,Semenyih,3.0,no
2010.0,900,Condominium,1.0,2.0,974,Not Furnished,Dengkil,3.0,no
2014.0,1400,Condominium,1.0,1.0,660,Fully Furnished,Shah Alam,1.0,no
2006.0,1500,Condominium,1.0,3.0,1366,Fully Furnished,Kajang,3.0,no
2017.0,800,Condominium,1.0,1.0,550,Partially Furnished,Cyberjaya,1.0,no
2018.0,1200,Service Residence,1.0,1.0,450,Fully Furnished,Cyberjaya,1.0,no
2019.0,700,Apartment,2.0,2.0,800,Partially Furnished,Semenyih,3.0,no
2016.0,1250,Condominium,1.0,3.0,1173,Partially Furnished,Semenyih,4.0,
2019.0,950,Others,2.0,2.0,1255,Partially Furnished,Kajang,3.0,yes
2015.0,900,Condominium,2.0,2.0,1288,Partially Furnished,Kajang,3.0,yes
2021.0,1300,Apartment,0.0,2.0,852,Fully Furnished,Petaling Jaya,3.0,no
2023.0,1150,Apartment,2.0,2.0,901,Partially Furnished,Dengkil,3.0,no
2004.0,850,Apartment,0.0,2.0,815,Not Furnished,Seri Kembangan,3.0,
2006.0,1100,Apartment,0.0,3.0,800,Partially Furnished,Petaling Jaya,2.0,yes
2021.0,2000,Condominium,2.0,2.0,650,Fully Furnished,Cheras,2.0,yes
2015.0,1200,Condominium,2.0,2.0,950,Partially Furnished,Damansara Perdana,1.0,yes
2015.0,1250,Condominium,2.0,1.0,466,Fully Furnished,Damansara Perdana,1.0,yes
2014.0,850,Condominium,1.0,2.0,960,Partially Furnished,Seri Kembangan,3.0,yes
2018.0,1700,Service Residence,2.0,2.0,1048,Partially Furnished,Bandar Saujana Putra,3.0,no
2017.0,1000,Service Residence,1.0,1.0,500,Fully Furnished,Semenyih,1.0,no
2015.0,1100,Studio,0.0,1.0,418,Fully Furnished,Petaling Jaya,1.0,no
2022.0,1150,Condominium,2.0,1.0,559,Partially Furnished,Sepang,2.0,no
2005.0,950,Condominium,1.0,2.0,905,Fully Furnished,Seri Kembangan,3.0,no
1991.0,1200,Condominium,1.0,2.0,1181,Fully Furnished,Selayang,3.0,
2018.0,1850,Condominium,0.0,2.0,1265,Partially Furnished,Selayang,3.0,no
2015.0,1450,Condominium,1.0,2.0,1262,Partially Furnished,Puchong,3.0,no
2018.0,1500,Service Residence,2.0,2.0,1048,Partially Furnished,Bandar Saujana Putra,3.0,no
2019.0,700,Condominium,2.0,2.0,1023,Partially Furnished,Kajang,3.0,yes
2020.0,1450,Condominium,2.0,2.0,870,Partially Furnished,Kuala Langat,3.0,no
2006.0,1300,Apartment,1.0,2.0,1076,Partially Furnished,Ampang,3.0,no
2015.0,1300,Duplex,0.0,2.0,1300,Not Furnished,Petaling Jaya,1.0,no
2015.0,1300,Condominium,0.0,2.0,850,Fully Furnished,Damansara Perdana,1.0,no
2017.0,1100,Service Residence,2.0,2.0,893,Partially Furnished,Semenyih,3.0,
2017.0,1200,Service Residence,2.0,2.0,893,Partially Furnished,Semenyih,3.0,no
2021.0,1800,Service Residence,2.0,2.0,883,Fully Furnished,Puchong,2.0,no
2015.0,1000,Service Residence,1.0,2.0,450,Fully Furnished,Cyberjaya,2.0,no
2010.0,700,Apartment,1.0,2.0,900,Partially Furnished,Cheras,3.0,no
2014.0,1750,Service Residence,0.0,1.0,650,Fully Furnished,Ara Damansara,1.0,yes
2022.0,900,Condominium,0.0,1.0,600,Not Furnished,Kajang,2.0,yes
2022.0,650,Condominium,1.0,1.0,250,Partially Furnished,Dengkil,1.0,no
2020.0,950,Condominium,2.0,2.0,860,Partially Furnished,Kajang,3.0,no
